cuadro;V1;V2;V3;V4;V5;;;;;;;
2;201199;Fabricación de materias químicas orgánicas básicas n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;201210;Fabricación de alcohol;1,50%;1,50%;1,50%;;;;;;;
2;201220;Fabricación de biocombustibles excepto alcohol;1,50%;1,50%;1,50%;;;;;;;
2;201300;Fabricación de abonos y compuestos de nitrógeno;1,50%;1,50%;1,50%;;;;;;;
2;201401;Fabricación de resinas y cauchos sintéticos;1,50%;1,50%;1,50%;;;;;;;
2;201409;Fabricación de materias plásticas en formas primarias n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;202101;Fabricación de insecticidas, plaguicidas y productos químicos de uso agropecuario;1,50%;1,50%;1,50%;;;;;;;
2;202200;Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas;1,50%;1,50%;1,50%;;;;;;;
2;202311;Fabricación de preparados para limpieza, pulido y saneamiento;1,50%;1,50%;1,50%;;;;;;;
2;202312;Fabricación de jabones y detergentes;1,50%;1,50%;1,50%;;;;;;;
2;202320;Fabricación de cosméticos, perfumes y productos de higiene y tocador;1,50%;1,50%;1,50%;;;;;;;
2;202906;Fabricación de explosivos y productos de pirotecnia;1,50%;1,50%;1,50%;;;;;;;
2;202907;Fabricación de colas, adhesivos, aprestos y cementos excepto los odontológicos obtenidos de sustancias minerales y vegetales;1,50%;1,50%;1,50%;;;;;;;
2;202908;Fabricación de productos químicos n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;203000;Fabricación de fibras manufacturadas;1,50%;1,50%;1,50%;;;;;;;
2;204000;Servicios industriales para la fabricación de sustancias y productos químicos;3,00%;3,90%;4,80%;;;;;;;
2;FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICASMEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;210010;Fabricación de medicamentos de uso humano y productos farmacéuticos;1,50%;1,50%;1,50%;;;;;;;
2;210020;Fabricación de medicamentos de uso veterinario;1,50%;1,50%;1,50%;;;;;;;
2;210030;Fabricación de sustancias químicas para la elaboración de medicamentos;1,50%;1,50%;1,50%;;;;;;;
2;210090;Fabricación de productos de laboratorio y productos botánicos de uso farmacéutico n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;221110;Fabricación de cubiertas y cámaras;1,50%;1,50%;1,50%;;;;;;;
2;221120;Recauchutado y renovación de cubiertas;3,00%;3,90%;4,80%;;;;;;;
2;221901;Fabricación de autopartes de caucho excepto cámaras y cubiertas;1,50%;1,50%;1,50%;;;;;;;
2;221909;Fabricación de productos de caucho n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;222010;Fabricación de envases plásticos;1,50%;1,50%;1,50%;;;;;;;
2;222090;Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles;1,50%;1,50%;1,50%;;;;;;;
2;FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;231010;Fabricación de envases de vidrio;1,50%;1,50%;1,50%;;;;;;;
2;231020;Fabricación y elaboración de vidrio plano;1,50%;1,50%;1,50%;;;;;;;
2;231090;Fabricación de productos de vidrio n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;239100;Fabricación de productos de cerámica refractaria;1,50%;1,50%;1,50%;;;;;;;
2;239201;Fabricación de ladrillos;1,50%;1,50%;1,50%;;;;;;;
2;239202;Fabricación de revestimientos cerámicos;1,50%;1,50%;1,50%;;;;;;;
2;239209;Fabricación de productos de arcilla y cerámica no refractaria para uso estructural n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;239310;Fabricación de artículos sanitarios de cerámica;1,50%;1,50%;1,50%;;;;;;;
2;239391;Fabricación de objetos cerámicos para uso doméstico excepto artefactos sanitarios;1,50%;1,50%;1,50%;;;;;;;
2;239399;Fabricación de artículos de cerámica no refractaria para uso no estructural n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;239410;Elaboración de cemento;1,50%;1,50%;1,50%;;;;;;;
2;239421;Elaboración de yeso;1,50%;1,50%;1,50%;;;;;;;
2;239422;Elaboración de cal;1,50%;1,50%;1,50%;;;;;;;
2;239510;Fabricación de mosaicos;1,50%;1,50%;1,50%;;;;;;;
2;239591;Elaboración de hormigón;1,50%;1,50%;1,50%;;;;;;;
2;239592;Fabricación de premoldeadas para la construcción;1,50%;1,50%;1,50%;;;;;;;
2;239593;Fabricación de artículos de cemento, fibrocemento y yeso excepto hormigón y mosaicos;1,50%;1,50%;1,50%;;;;;;;
2;239600;Corte, tallado y acabado de la piedra;1,50%;1,50%;1,50%;;;;;;;
2;239900;Fabricación de productos minerales no metálicos n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;FABRICACIÓN DE METALES COMUNES;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;241001;Laminación y estirado. Producción de lingotes, planchas o barras fabricadas por operadores independientes;1,50%;1,50%;1,50%;;;;;;;
2;241009;Fabricación en industrias básicas de productos de hierro y acero n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;242010;Elaboración de aluminio primario y semielaborados de aluminio;1,50%;1,50%;1,50%;;;;;;;
2;242090;Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados;1,50%;1,50%;1,50%;;;;;;;
2;243100;Fundición de hierro y acero;1,50%;1,50%;1,50%;;;;;;;
2;243200;Fundición de metales no ferrosos;1,50%;1,50%;1,50%;;;;;;;
2;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;251101;Fabricación de carpintería metálica;1,50%;1,50%;1,50%;;;;;;;
2;251102;Fabricación de productos metálicos para uso estructural;1,50%;1,50%;1,50%;;;;;;;
2;251200;Fabricación de tanques, depósitos y recipientes de metal;1,50%;1,50%;1,50%;;;;;;;
2;251300;Fabricación de generadores de vapor;1,50%;1,50%;1,50%;;;;;;;
2;252000;Fabricación de armas y municiones;1,50%;1,50%;1,50%;;;;;;;
2;259100;"Forjado, prensado, estampado y laminado de metales; pulvimetalurgia";1,50%;1,50%;1,50%;;;;;;;
2;259200;Tratamiento y revestimiento de metales y trabajos de metales en general;1,50%;1,50%;1,50%;;;;;;;
2;259301;Fabricación de herramientas manuales y sus accesorios;1,50%;1,50%;1,50%;;;;;;;
2;259302;Fabricación de artículos de cuchillería y utensilios de mesa y de cocina;1,50%;1,50%;1,50%;;;;;;;
2;259309;Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;259910;Fabricación de envases metálicos;1,50%;1,50%;1,50%;;;;;;;
2;259991;Fabricación de tejidos de alambre;1,50%;1,50%;1,50%;;;;;;;
2;259992;Fabricación de cajas de seguridad;1,50%;1,50%;1,50%;;;;;;;
2;259993;Fabricación de productos metálicos de tornería y/o matricería;1,50%;1,50%;1,50%;;;;;;;
2;259999;Fabricación de productos elaborados de metal n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;FABRICACIÓN DE PRODUCTOS INFORMÁTICOS, ELECTRÓNICOS Y ÓPTICOS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;261000;Fabricación de componentes electrónicos;1,50%;1,50%;1,50%;;;;;;;
2;262000;Fabricación de equipos y productos informáticos;1,50%;1,50%;1,50%;;;;;;;
2;263000;Fabricación de equipos de comunicaciones y transmisores de radio y televisión;1,50%;1,50%;1,50%;;;;;;;
2;264000;Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos;1,50%;1,50%;1,50%;;;;;;;
2;265101;Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto el equipo de control de procesos industriales;1,50%;1,50%;1,50%;;;;;;;
2;265102;Fabricación de equipo de control de procesos industriales;1,50%;1,50%;1,50%;;;;;;;
2;265200;Fabricación de relojes;1,50%;1,50%;1,50%;;;;;;;
2;266010;Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos;1,50%;1,50%;1,50%;;;;;;;
2;266090;Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;267001;Fabricación de equipamiento e instrumentos ópticos y sus accesorios;1,50%;1,50%;1,50%;;;;;;;
2;267002;Fabricación de aparatos y accesorios para fotografía excepto películas, placas y papeles sensibles;1,50%;1,50%;1,50%;;;;;;;
2;268000;Fabricación de soportes ópticos y magnéticos;1,50%;1,50%;1,50%;;;;;;;
2;FABRICACIÓN DE MAQUINARA Y EQUIPOS ELÉCTRICOS N.C.P.;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;271010;Fabricación de motores, generadores y transformadores eléctricos;1,50%;1,50%;1,50%;;;;;;;
2;271020;Fabricación de aparatos de distribución y control de la energía eléctrica;1,50%;1,50%;1,50%;;;;;;;
2;272000;Fabricación de acumuladores, pilas y baterías primarias;1,50%;1,50%;1,50%;;;;;;;
2;273110;Fabricación de cables de fibra óptica;1,50%;1,50%;1,50%;;;;;;;
2;273190;Fabricación de hilos y cables aislados n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;274000;Fabricación de lámparas eléctricas y equipo de iluminación;1,50%;1,50%;1,50%;;;;;;;
2;275010;Fabricación de cocinas, calefones, estufas y calefactores no eléctricos;1,50%;1,50%;1,50%;;;;;;;
2;275020;"Fabricación de heladeras, ""freezers"", lavarropas y secarropas";1,50%;1,50%;1,50%;;;;;;;
2;275091;Fabricación de ventiladores, extractores de aire, aspiradoras y similares;1,50%;1,50%;1,50%;;;;;;;
2;275092;Fabricación de planchas, calefactores, hornos eléctricos, tostadoras y otros aparatos generadores de calor;1,50%;1,50%;1,50%;;;;;;;
2;275099;Fabricación de aparatos de uso doméstico n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;279000;Fabricación de equipo eléctrico n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;281100;Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas;1,50%;1,50%;1,50%;;;;;;;
2;281201;Fabricación de bombas;1,50%;1,50%;1,50%;;;;;;;
2;281301;"Fabricación de compresores; grifos y válvulas";1,50%;1,50%;1,50%;;;;;;;
2;281400;"Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión";1,50%;1,50%;1,50%;;;;;;;
2;281500;"Fabricación de hornos; hogares y quemadores";1,50%;1,50%;1,50%;;;;;;;
2;281600;Fabricación de maquinaria y equipo de elevación y manipulación;1,50%;1,50%;1,50%;;;;;;;
2;281700;Fabricación de maquinaria y equipo de oficina, excepto equipo informático;1,50%;1,50%;1,50%;;;;;;;
2;281900;Fabricación de maquinaria y equipo de uso general n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;282110;Fabricación de tractores;1,50%;1,50%;1,50%;;;;;;;
2;282120;Fabricación de maquinaria y equipo de uso agropecuario y forestal;1,50%;1,50%;1,50%;;;;;;;
2;282130;Fabricación de implementos de uso agropecuario;1,50%;1,50%;1,50%;;;;;;;
2;282200;Fabricación de máquinas herramienta;1,50%;1,50%;1,50%;;;;;;;
2;282300;Fabricación de maquinaria metalúrgica;1,50%;1,50%;1,50%;;;;;;;
2;282400;Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción;1,50%;1,50%;1,50%;;;;;;;
2;282500;Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco;1,50%;1,50%;1,50%;;;;;;;
2;282600;Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros;1,50%;1,50%;1,50%;;;;;;;
2;282901;Fabricación de maquinaria para la industria del papel y las artes gráficas;1,50%;1,50%;1,50%;;;;;;;
2;282909;Fabricación de maquinaria y equipo de uso especial n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;FABRICACIÓN DE VEHÍCULOS AUTOMOTORES, REMOLQUES Y SEMIRREMOLQUES;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;291000;Fabricación de vehículos automotores;1,50%;1,50%;1,50%;;;;;;;
2;292000;"Fabricación de carroceras para vehículos automotores; fabricación de remolques y semirremolques";1,50%;1,50%;1,50%;;;;;;;
2;293011;Rectificación de motores;3,00%;3,90%;4,80%;;;;;;;
2;293090;Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C. P;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;301100;Construcción y reparación de buques;1,50%;1,50%;1,50%;;;;;;;
2;301200;Construcción y reparación de embarcaciones de recreo y deporte;1,50%;1,50%;1,50%;;;;;;;
2;302000;Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario;1,50%;1,50%;1,50%;;;;;;;
2;303000;Fabricación y reparación de aeronaves;1,50%;1,50%;1,50%;;;;;;;
2;309100;Fabricación de motocicletas;1,50%;1,50%;1,50%;;;;;;;
2;309200;Fabricación de bicicletas y de sillones de ruedas ortopédicos;1,50%;1,50%;1,50%;;;;;;;
2;309900;Fabricación de equipo de transporte n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;FABRICACIÓN DE MUEBLES Y COLCHONES;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;310010;Fabricación de muebles y partes de muebles, principalmente de madera;1,50%;1,50%;1,50%;;;;;;;
2;310020;Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.);1,50%;1,50%;1,50%;;;;;;;
2;310030;Fabricación de somieres y colchones;1,50%;1,50%;1,50%;;;;;;;
2;INDUSTRIAS MANUFACTURERAS N.C.P.;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;321011;Fabricación de joyas finas y artículos conexos;1,50%;1,50%;1,50%;;;;;;;
2;321012;Fabricación de objetos de platería;1,50%;1,50%;1,50%;;;;;;;
2;321020;Fabricación de bijouterie;1,50%;1,50%;1,50%;;;;;;;
2;322001;Fabricación de instrumentos de música;1,50%;1,50%;1,50%;;;;;;;
2;323001;Fabricación de artículos de deporte;1,50%;1,50%;1,50%;;;;;;;
2;324000;Fabricación de juegos y juguetes;1,50%;1,50%;1,50%;;;;;;;
2;329010;Fabricación de lápices, lapiceras, bolígrafos, sellos y artículos similares para oficinas y artistas;1,50%;1,50%;1,50%;;;;;;;
2;329020;Fabricación de escobas, cepillos y pinceles;1,50%;1,50%;1,50%;;;;;;;
2;329030;Fabricación de carteles, señales e indicadores - eléctricos o no-;1,50%;1,50%;1,50%;;;;;;;
2;329040;Fabricación de equipo de protección y seguridad, excepto calzado;1,50%;1,50%;1,50%;;;;;;;
2;329091;Elaboración de sustrato;1,50%;1,50%;1,50%;;;;;;;
2;329099;Industrias manufactureras n.c.p.;1,50%;1,50%;1,50%;;;;;;;
2;REPARACIÓN, MANTENIMIENTO E INSTALACIÓN DE MÁQUINAS Y EQUIPOS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;331101;Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo;3,00%;3,90%;4,80%;;;;;;;
2;331210;Reparación y mantenimiento de maquinaria de uso general;3,00%;3,90%;4,80%;;;;;;;
2;331220;Reparación y mantenimiento de maquinaria y equipo de uso agropecuario y forestal;3,00%;3,90%;4,80%;;;;;;;
2;331290;Reparación y mantenimiento de maquinaria de uso especial n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;331301;"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión; equipo fotográfico, aparatos para medir, ensayar o navegar; relojes, excepto para uso personal o doméstico";3,00%;3,90%;4,80%;;;;;;;
2;331400;Reparación y mantenimiento de maquinaria y aparatos eléctricos;3,00%;3,90%;4,80%;;;;;;;
2;331900;Reparación y mantenimiento de máquinas y equipo n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;332000;Instalación de maquinaria y equipos industriales;3,00%;3,90%;4,80%;;;;;;;
2;"SUMINISTRO DE ELECTRICIDAD, GAS; VAPOR Y AIRE ACONDICIONADO";Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;351110;Generación de energía térmica convencional;1,70%;2,21 %;2,50%;;;;;;;
2;351120;Generación de energía térmica nuclear;1,70%;2,21 %;2,50%;;;;;;;
2;351130;Generación de energía hidráulica;1,70%;2,21%;2,50%;;;;;;;
2;351191;Generación de energías a partir de biomasa;1,70%;2,21 %;2,50%;;;;;;;
2;351199;Generación de energías n.c.p.;1,70%;2,21 %;2,50%;;;;;;;
2;351201;Transporte de energía eléctrica;3,30%;3,75%;3,75%;;;;;;;
2;351310;Comercio mayorista de energía eléctrica;3,30%;3,75%;3,75%;;;;;;;
2;351320;Distribución de energía eléctrica;3,30%;3,75%;3,75%;;;;;;;
2;352010;Fabricación de gas y procesamiento de gas natural;1,70%;2,21 %;2,50%;;;;;;;
2;352021;Distribución de combustibles gaseosos por tuberías;3,30%;3,75%;3,75%;;;;;;;
2;352022;Distribución de gas natural - Ley Nacional N° 23966 -;3,30%;3,75%;3,75%;;;;;;;
2;353001;Suministro de vapor y aire acondicionado;3,30%;3,75%;3,75%;;;;;;;
2;CAPTACIÓN, DEPURACIÓN Y DISTRIBUCIÓN DE AGUA;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;360010;Captación, depuración y distribución de agua de fuentes subterráneas;3,30%;3,75%;3,75%;;;;;;;
2;360020;Captación, depuración y distribución de agua de fuentes superficiales;3,30%;3,75%;3,75%;;;;;;;
2;SERVICIO DE DEPURACIÓN DE AGUAS RESIDUALES, ALCANTARILLADO Y CLOACAS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;370000;Servicios de depuración de aguas residuales, alcantarillado y cloacas;3,30%;3,75%;3,75%;;;;;;;
2;RECOLECCIÓN, TRANSPORTE TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS. RECUPERACIÓN DE MATERIALES Y DESECHOS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;381100;Recolección, transporte, tratamiento y disposición final de residuos no peligrosos;2,50%;3,25%;4,00%;;;;;;;
2;381200;Recolección, transporte, tratamiento y disposición final de residuos peligrosos;2,50%;3,25%;4,00%;;;;;;;
2;382010;Recuperación de materiales y desechos metálicos;2,50%;3,25%;4,00%;;;;;;;
2;382020;Recuperación de materiales y desechos no metálicos;2,50%;3,25%;4,00%;;;;;;;
2;DESCONTAMINACIÓN Y OTROS SERVICIOS DE GESTIÓN DE RESIDUOS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;390000;Descontaminación y otros servicios de gestión de residuos;2,50%;3,25%;4,00%;;;;;;;
2;CONSTRUCCIÓN DE EDIFICIOS Y SUS PARTES;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;410011;Construcción, reforma y reparación de edificios residenciales;2,50%;2,50%;2,50%;;;;;;;
2;410021;Construcción, reforma y reparación de edificios no residenciales;2,50%;2,50%;2,50%;;;;;;;
2;OBRAS DE INGENIERA CIVIL;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;421000;Construcción, reforma y reparación de obras de infraestructura para el transporte;2,50%;2,50%;2,50%;;;;;;;
2;422100;Perforación de pozos de agua;2,50%;2,50%;2,50%;;;;;;;
2;422200;Construcción, reforma y reparación de redes distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos;2,50%;2,50%;2,50%;;;;;;;
2;429010;Construcción, reforma y reparación de obras hidráulicas;2,50%;2,50%;2,50%;;;;;;;
2;429090;Construcción de obras de ingeniería civil n.c.p.;2,50%;2,50%;2,50%;;;;;;;
2;ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;431100;Demolición y voladura de edificios y de sus partes;5,00%;6,50%;8,00%;;;;;;;
2;431210;Movimiento de suelos y preparación de terrenos para obras;2,50%;2,50%;2,50%;;;;;;;
2;431220;Perforación y sondeo, excepto perforación de pozos de petróleo, de gas, de minas e hidráulicos y prospección de yacimientos de petróleo;2,50%;2,50%;2,50%;;;;;;;
2;432110;Instalación de sistemas de iluminación, control y señalización eléctrica para el transporte;2,50%;2,50%;2,50%;;;;;;;
2;432190;Instalación, ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas n.c.p.;2,50%;2,50%;2,50%;;;;;;;
2;432200;Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos;2,50%;2,50%;2,50%;;;;;;;
2;432910;Instalaciones de ascensores, montacargas y escaleras mecánicas;2,50%;2,50%;2,50%;;;;;;;
2;432920;Aislamiento térmico, acústico, hídrico y antivibratorio;2,50%;2,50%;2,50%;;;;;;;
2;432990;Instalaciones para edificios y obras de ingeniería civil n.c.p.;2,50%;2,50%;2,50%;;;;;;;
2;433010;Instalaciones de carpintería, herrería de obra y artística;2,50%;2,50%;2,50%;;;;;;;
2;433020;Terminación y revestimiento de paredes y pisos;2,50%;2,50%;2,50%;;;;;;;
2;433030;Colocación de cristales en obra;3,00%;3,90%;4,80%;;;;;;;
2;433040;Pintura y trabajos de decoración;3,00%;3,90%;4,80%;;;;;;;
2;433090;Terminación de edificios n.c.p.;2,50%;2,50%;2,50%;;;;;;;
2;439100;Alquiler de equipo de construcción o demolición dotado de operarios;3,00%;3,90%;4,80%;;;;;;;
2;439910;Hincado de pilotes, cimentación y otros trabajos de hormigón armado;2,50%;2,50%;2,50%;;;;;;;
2;439990;Actividades especializadas de construcción n.c.p.;2,50%;2,50%;2,50%;;;;;;;
2;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;451111;Venta de autos, camionetas y utilitarios nuevos excepto en comisión;2,25%;2,93%;3,00%;;;;;;;
2;451112;Venta en comisión de autos, camionetas y utilitarios nuevos;15,00%;21,75%;21,75%;;;;;;;
2;451191;Venta de vehículos automotores nuevos n.c.p.;2,25%;2,93%;3,00%;;;;;;;
2;451192;Venta en comisión de vehículos automotores nuevos n.c.p.;15,00%;21,75%;21,75%;;;;;;;
2;451211;Venta de autos, camionetas y utilitarios, usados, excepto en comisión;3,00%;3,90%;4,80%;;;;;;;
2;451212;Venta en comisión de autos, camionetas y utilitarios, usados;5,00%;6,50%;8,00%;;;;;;;
2;451291;Venta de vehículos automotores usados n.c.p. excepto en comisión;3,00%;3,90%;4,80%;;;;;;;
2;451292;Venta en comisión de vehículos automotores usados n.c.p.;5,00%;6,50%;8,00%;;;;;;;
2;452101;Lavado automático y manual de vehículos automotores;3,00%;3,90%;4,80%;;;;;;;
2;452210;Reparación de cámaras y cubiertas;2,50%;3,25%;4,00%;;;;;;;
2;452220;Reparación de amortiguadores, alineación de dirección y balanceo de ruedas;2,50%;3,25%;4,00%;;;;;;;
2;452300;Instalación y reparación de parabrisas, lunetas y ventanillas, cerraduras no eléctricas y grabado de cristales;2,50%;3,25%;4,00%;;;;;;;
2;452401;"Reparaciones eléctricas del tablero e instrumental; reparación y recarga de baterías; instalación de alarmas, radios, sistemas de climatización";2,50%;3,25%;4,00%;;;;;;;
2;452500;Tapizado y retapizado de automotores;2,50%;3,25%;4,00%;;;;;;;
2;452600;"Reparación y pintura de carrocerías; colocación y reparación de guardabarros y protecciones exteriores";2,50%;3,25%;4,00%;;;;;;;
2;452700;Instalación y reparación de caños de escape y radiadores;2,50%;3,25%;4,00%;;;;;;;
2;452800;Mantenimiento y reparación de frenos y embragues;2,50%;3,25%;4,00%;;;;;;;
2;452910;Instalación y reparación de equipos de GNC;2,50%;3,25%;4,00%;;;;;;;
2;452990;"Mantenimiento y reparación del motor n.c.p.; mecánica integral";2,50%;3,25%;4,00%;;;;;;;
2;453100;Venta al por mayor de partes, piezas y accesorios de vehículos automotores;2,50%;3,90%;4,80%;;;;;;;
2;453210;Venta al por menor de cámaras y cubiertas;3,00%;3,90%;4,80%;;;;;;;
2;453220;Venta al por menor de baterías;3,00%;3,90%;4,80%;;;;;;;
2;453291;Venta al por menor de partes, piezas y accesorios nuevos n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;453292;Venta al por menor de partes, piezas y accesorios usados n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;454011;Venta de motocicletas y de sus partes, piezas y accesorios, excepto en comisión;3,10%;4,03%;4,96%;;;;;;;
2;454012;Venta en comisión de motocicletas y de sus partes, piezas y accesorios;5,00%;6,50%;8,00%;;;;;;;
2;454020;Mantenimiento y reparación de motocicletas;2,50%;3,25%;4,00%;;;;;;;
2;COMERCIO AL POR MAYOR Y/O EN COMISIÓN O CONSIGNACIÓN, EXCEPTO EL COMERCIO DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;461011;Venta al por mayor en comisión o consignación de cereales (incluye arroz), oleaginosas y forrajeras excepto semillas;5,00%;6,50%;8,00%;;;;;;;
2;461012;Venta al por mayor en comisión o consignación de semillas;5,00%;6,50%;8,00%;;;;;;;
2;461013;Venta al por mayor en comisión o consignación de frutas;5,00%;6,50%;8,00%;;;;;;;
2;461014;Acopio y acondicionamiento en comisión o consignación de cereales (incluye arroz), oleaginosas y forrajeras excepto semillas;5,16%;6,70%;8,25%;;;;;;;
2;461019;Venta al por mayor en comisión o consignación de productos agrícolas n.c.p.;5,00%;6,50%;8,00%;;;;;;;
2;461021;Venta al por mayor en comisión o consignación de ganado bovino en pie;5,00%;6,50%;8,00%;;;;;;;
2;461022;Venta al por mayor en comisión o consignación de ganado en pie excepto bovino;5,00%;6,50%;8,00%;;;;;;;
2;461029;Venta al por mayor en comisión o consignación de productos pecuarios n.c.p.;5,00%;6,50%;8,00%;;;;;;;
2;461031;Operaciones de intermediación de carne - consignatario directo -;5,00%;6,50%;8,00%;;;;;;;
